Time [s], HR, PULSE, RESP, SpO2
0,63,60,16,100
1,61,60,16,100
2,65,60,16,100
3,68,61,16,100
4,68,62,16,100
5,66,64,16,100
6,69,68,17,100
7,65,70,17,100
8,63,70,17,100
9,62,68,17,100
10,62,66,17,100
11,61,63,17,100
12,61,63,17,100
13,61,58,17,100
14,61,57,17,100
15,65,56,17,100
16,65,57,17,100
17,64,59,17,100
18,68,61,17,100
19,65,64,17,100
20,65,66,17,100
21,63,69,17,100
22,61,70,16,100
23,61,70,16,100
24,59,70,16,100
25,60,72,16,100
26,56,72,16,100
27,56,70,16,100
28,56,67,16,100
29,56,64,16,100
30,56,61,16,100
31,59,59,16,100
32,62,57,16,100
33,63,57,16,100
34,61,59,16,100
35,61,61,16,100
36,59,64,15,100
37,60,66,15,100
38,60,66,15,100
39,61,66,15,100
40,60,66,15,100
41,60,65,15,100
42,60,64,15,100
43,60,63,15,100
44,49,61,15,100
45,55,60,15,100
46,54,61,15,100
47,53,62,15,100
48,54,63,15,100
49,55,64,15,100
50,56,64,15,100
51,57,63,15,100
52,57,62,16,100
53,57,60,16,100
54,57,58,16,100
55,60,57,16,100
56,62,57,16,100
57,66,58,16,100
58,66,60,16,100
59,67,62,16,100
60,67,64,16,100
61,63,65,16,100
62,63,66,16,100
63,61,66,16,100
64,60,66,15,100
65,59,66,15,100
66,57,66,15,100
67,57,65,16,100
68,57,63,16,100
69,55,61,16,100
70,54,59,16,100
71,54,58,16,100
72,55,57,16,100
73,58,56,16,100
74,61,56,16,100
75,62,57,15,100
76,63,58,15,100
77,63,60,15,100
78,48,62,15,100
79,45,64,15,100
80,59,66,15,100
81,59,66,15,100
82,58,68,15,100
83,57,70,15,100
84,57,71,15,100
85,56,75,15,100
86,55,78,15,100
87,55,80,15,100
88,55,83,15,100
89,55,83,15,100
90,57,83,15,100
91,58,82,15,100
92,59,81,15,100
93,60,80,15,100
94,61,76,15,100
95,62,72,16,100
96,63,67,16,100
97,65,63,16,100
98,65,63,16,100
99,65,62,16,100
100,66,62,16,100
101,68,63,16,100
102,70,64,16,100
103,70,66,16,100
104,71,67,16,100
105,70,68,16,100
106,68,70,16,100
107,66,71,16,100
108,64,71,16,100
109,62,70,16,100
110,61,68,16,100
111,60,65,16,100
112,59,62,16,100
113,58,59,16,100
114,57,56,16,100
115,57,54,16,100
116,59,53,16,100
117,59,53,16,100
118,59,53,16,100
119,61,54,16,100
120,63,56,16,100
121,66,59,16,100
122,68,61,16,100
123,69,63,16,100
124,70,65,16,100
125,70,67,16,100
126,71,69,16,100
127,69,69,16,100
128,71,70,16,100
129,71,71,16,100
130,71,71,15,100
131,71,71,15,100
132,71,71,15,100
133,47,72,15,100
134,44,72,15,100
135,61,72,15,100
136,59,72,15,100
137,59,72,15,100
138,57,71,15,100
139,56,72,15,100
140,55,69,15,100
141,53,66,15,100
142,53,63,15,100
143,52,60,15,100
144,52,57,15,100
145,55,54,15,100
146,57,52,15,100
147,59,53,15,100
148,61,55,15,100
149,63,57,15,100
150,62,60,15,100
151,61,62,15,100
152,61,64,15,100
153,60,65,15,100
154,59,65,15,100
155,58,64,15,100
156,58,62,15,100
157,58,59,15,100
158,58,57,15,100
159,59,54,16,100
160,59,54,16,100
161,59,53,16,100
162,60,53,16,100
163,63,55,16,100
164,65,57,16,100
165,67,60,16,100
166,67,62,16,100
167,66,65,16,100
168,65,67,16,100
169,64,68,16,100
170,62,68,16,100
171,61,67,16,100
172,60,65,16,100
173,59,63,16,100
174,58,60,16,100
175,58,58,16,100
176,57,56,16,100
177,59,55,16,100
178,61,55,16,100
179,63,56,16,100
180,64,56,16,100
181,66,58,17,100
182,69,60,17,100
183,69,63,17,100
184,70,65,17,100
185,71,67,17,100
186,71,69,17,100
187,70,71,17,100
188,69,71,17,100
189,68,71,16,100
190,67,70,16,100
191,66,69,16,100
192,64,68,16,100
193,63,66,16,100
194,62,66,16,100
195,61,64,16,100
196,60,64,17,100
197,60,63,17,100
198,59,61,17,100
199,59,61,17,100
200,59,61,17,100
201,60,60,17,100
202,61,58,17,100
203,62,58,17,100
204,63,58,16,100
205,64,58,16,100
206,64,60,16,100
207,64,61,16,100
208,64,63,16,100
209,64,63,16,100
210,66,64,16,100
211,66,65,16,100
212,66,65,16,100
213,66,65,16,100
214,66,64,16,100
215,66,64,16,100
216,67,64,16,100
217,67,64,16,100
218,69,65,16,100
219,70,66,16,100
220,71,67,16,100
221,71,68,16,100
222,70,69,16,100
223,70,70,16,100
224,71,71,16,100
225,70,71,16,100
226,67,71,16,100
227,65,72,16,100
228,64,70,16,100
229,63,69,16,100
230,62,67,16,100
231,61,64,16,100
232,59,61,16,100
233,58,58,16,100
234,57,56,16,100
235,56,55,16,100
236,55,55,16,100
237,55,55,16,100
238,56,55,16,100
239,56,56,16,100
240,56,56,16,100
241,56,56,16,100
242,57,56,16,100
243,57,56,16,100
244,58,56,16,100
245,59,56,16,100
246,59,56,16,100
247,60,57,16,100
248,61,57,16,100
249,50,58,16,100
250,48,60,16,100
251,58,61,16,100
252,57,62,16,100
253,57,62,16,100
254,58,61,16,100
255,58,60,16,100
256,58,58,16,100
