Time [s], HR, PULSE, RESP, SpO2
-0,87,81,20,100
1,87,81,20,100
2,88,81,21,100
3,87,81,21,100
4,87,82,21,100
5,87,83,21,100
6,86,84,21,100
7,85,85,21,100
8,85,86,21,100
9,85,87,21,100
10,85,87,19,100
11,85,86,19,100
12,86,86,19,100
13,86,86,19,100
14,87,85,19,100
15,88,85,17,100
16,88,85,17,100
17,88,85,17,100
18,88,85,17,100
19,89,85,17,100
20,89,85,17,100
21,89,86,17,100
22,89,86,17,100
23,89,87,16,100
24,89,87,16,100
25,89,88,16,100
26,88,88,16,100
27,88,88,16,100
28,87,88,16,100
29,87,88,16,100
30,86,88,16,100
31,86,88,16,100
32,86,88,16,100
33,85,88,16,100
34,85,87,16,100
35,85,87,16,100
36,85,87,16,100
37,85,86,16,100
38,85,86,17,100
39,85,86,17,100
40,85,85,17,100
41,85,85,18,100
42,85,85,18,100
43,85,85,18,100
44,85,85,19,100
45,85,85,19,100
46,85,85,19,100
47,85,85,20,100
48,85,85,20,100
49,85,85,20,100
50,85,85,20,100
51,84,85,19,100
52,84,85,19,100
53,84,85,19,100
54,84,85,19,100
55,84,85,19,100
56,84,84,19,100
57,84,84,19,100
58,84,84,19,100
59,84,84,19,100
60,84,84,19,100
61,84,84,19,100
62,84,84,19,100
63,84,84,19,100
64,84,83,19,100
65,84,83,19,100
66,84,83,19,100
67,85,84,19,100
68,85,84,19,100
69,85,84,19,100
70,85,84,19,100
71,85,84,19,100
72,85,84,19,100
73,85,84,19,100
74,86,85,19,100
75,85,85,19,100
76,85,85,19,100
77,85,85,19,100
78,85,85,19,100
79,85,85,19,100
80,85,86,19,100
81,85,86,19,100
82,85,86,20,100
83,84,85,20,100
84,85,85,20,100
85,84,85,19,100
86,84,85,19,100
87,84,85,19,100
88,84,84,19,100
89,84,84,19,100
90,84,84,19,100
91,85,84,19,100
92,85,84,19,100
93,85,84,19,100
94,86,84,19,100
95,85,84,19,100
96,85,84,19,100
97,85,85,19,100
98,85,85,19,100
99,85,85,19,100
100,85,85,19,100
101,85,85,19,100
102,84,85,19,100
103,84,85,19,100
104,84,85,19,100
105,84,85,19,100
106,84,85,19,100
107,84,85,18,100
108,84,84,18,100
109,84,84,18,100
110,84,84,18,100
111,84,84,19,100
112,84,84,19,100
113,84,84,19,100
114,84,84,19,100
115,84,84,19,100
116,84,84,19,100
117,84,84,18,100
118,84,84,18,100
119,84,84,18,100
120,84,84,18,100
121,84,84,18,100
122,84,84,18,100
123,84,84,18,100
124,84,84,18,100
125,84,84,18,100
126,84,84,18,100
127,84,84,18,100
128,84,84,18,100
129,84,84,18,100
130,84,84,18,100
131,84,84,18,100
132,84,84,18,100
133,84,84,18,100
134,84,84,18,100
135,84,84,18,100
136,84,84,18,100
137,84,84,18,100
138,84,84,18,100
139,84,84,18,100
140,85,84,18,100
141,85,84,18,100
142,85,84,18,100
143,85,84,18,100
144,85,84,18,100
145,85,84,18,100
146,85,84,18,100
147,86,85,18,100
148,86,85,16,100
149,86,85,16,100
150,87,85,16,100
151,88,85,16,100
152,87,85,16,100
153,87,86,16,100
154,88,86,16,100
155,87,86,16,100
156,87,86,16,100
157,87,87,16,100
158,86,87,16,100
159,86,88,16,100
160,85,88,17,100
161,85,87,17,100
162,84,87,17,100
163,84,87,17,100
164,84,86,17,100
165,84,86,17,100
166,84,86,17,100
167,84,85,17,100
168,84,85,17,100
169,83,84,17,100
170,83,84,17,100
171,83,84,17,100
172,82,84,17,100
173,82,83,17,100
174,82,83,19,100
175,82,83,19,100
176,82,82,19,100
177,82,82,18,100
178,82,82,18,100
179,82,81,18,100
180,82,81,18,100
181,82,81,18,100
182,82,81,18,100
183,83,81,18,100
184,83,81,18,100
185,83,81,18,100
186,83,81,18,100
187,83,82,18,100
188,83,82,17,100
189,83,82,17,100
190,83,82,17,100
191,83,82,18,100
192,83,82,18,100
193,83,82,18,100
194,83,82,18,100
195,83,82,18,100
196,84,83,18,100
197,84,83,18,100
198,84,83,18,100
199,84,83,18,100
200,84,83,18,100
201,84,83,18,100
202,84,83,18,100
203,84,83,18,100
204,84,83,18,100
205,83,84,18,100
206,83,84,18,100
207,84,83,18,100
208,84,83,18,100
209,83,83,18,100
210,83,83,19,100
211,83,83,19,100
212,83,83,19,100
213,83,83,19,100
214,83,83,19,100
215,82,83,19,100
216,83,83,19,100
217,83,83,19,100
218,83,82,19,100
219,83,82,19,100
220,83,82,19,100
221,83,82,19,100
222,83,82,19,100
223,83,82,19,100
224,83,82,19,100
225,83,82,19,100
226,83,82,19,100
227,83,83,19,100
228,83,83,19,100
229,83,83,19,100
230,83,83,19,100
231,83,83,19,100
232,83,83,20,100
233,83,83,20,100
234,83,83,20,100
235,83,83,19,100
236,83,83,19,100
237,83,83,19,100
238,83,83,19,100
239,83,83,19,100
240,83,82,19,100
241,84,82,19,100
242,84,83,19,100
243,84,83,19,100
244,84,83,19,100
245,84,83,19,100
246,83,83,19,100
247,83,83,19,100
248,83,83,18,100
249,83,83,18,100
250,83,83,18,100
251,83,83,18,100
252,83,83,18,100
253,83,83,18,100
254,82,83,18,100
255,83,82,18,100
256,82,82,18,100
257,82,82,18,100
258,82,82,18,100
259,83,82,18,100
260,83,82,18,100
261,82,82,18,100
262,83,82,18,100
263,83,82,17,100
264,83,82,17,100
265,82,82,17,100
266,83,82,18,100
267,83,82,18,100
268,83,82,18,100
269,83,82,18,100
270,83,82,18,100
271,83,82,18,100
272,84,82,18,100
273,84,82,18,100
274,84,82,18,100
275,84,82,18,100
276,84,83,18,100
277,84,83,18,100
278,84,83,18,100
279,83,84,18,100
280,83,84,18,100
281,84,84,18,100
282,84,83,18,100
283,83,83,18,100
284,84,83,19,100
285,84,83,19,100
286,84,83,19,100
287,84,83,19,100
288,83,83,19,100
289,83,83,19,100
290,83,83,19,100
291,83,83,19,100
292,83,83,19,100
293,83,83,19,100
294,83,83,19,100
295,83,83,19,100
296,83,83,19,100
297,83,83,19,100
298,83,83,19,100
299,83,83,19,100
300,83,82,19,100
301,84,82,19,100
302,83,82,19,100
303,83,82,19,100
304,83,82,19,100
305,83,83,19,100
306,83,83,19,100
307,83,83,19,100
308,83,83,18,100
309,83,83,18,100
310,83,82,18,100
311,83,82,18,100
312,83,82,18,100
313,83,82,18,100
314,83,82,18,100
315,83,82,18,100
316,84,82,18,100
317,84,82,18,100
318,84,82,18,100
319,84,82,18,100
320,84,83,18,100
321,84,83,18,100
322,84,83,18,100
323,84,83,18,100
324,84,84,18,100
325,83,84,18,100
326,83,84,18,100
327,83,84,18,100
328,83,84,17,100
329,83,83,17,100
330,83,83,18,100
331,83,83,18,100
332,83,82,18,100
333,83,82,18,100
334,83,82,18,100
335,83,82,18,100
336,83,82,18,100
337,83,82,18,100
338,83,82,18,100
339,83,83,18,100
340,83,83,18,100
341,83,82,18,100
342,83,82,17,100
343,82,82,17,100
344,82,82,17,100
345,83,82,18,100
346,82,82,18,100
347,83,82,18,100
348,83,82,18,100
349,83,82,18,100
350,83,82,18,100
351,83,82,18,100
352,83,82,18,100
353,83,82,17,100
354,83,82,17,100
355,83,82,17,100
356,83,82,17,100
357,83,82,17,100
358,83,82,17,100
359,83,82,17,100
360,83,82,17,100
361,83,82,17,100
362,83,82,17,100
363,83,82,17,100
364,83,82,17,100
365,83,82,17,100
366,83,82,17,100
367,82,82,17,100
368,82,83,17,100
369,82,82,17,100
370,82,82,17,100
371,82,82,17,100
372,82,82,17,100
373,82,82,17,100
374,82,82,17,100
375,82,81,17,100
376,82,81,17,100
377,82,81,17,100
378,82,81,17,100
379,82,81,17,100
380,83,81,17,100
381,83,81,17,100
382,83,81,17,100
383,83,82,17,100
384,83,82,18,100
385,82,82,18,100
386,82,82,18,100
387,82,82,18,100
388,82,82,18,100
389,81,82,18,100
390,82,82,18,100
391,82,82,18,100
392,81,82,18,100
393,81,82,18,100
394,81,81,18,100
395,81,81,18,100
396,82,81,18,100
397,82,81,18,100
398,82,81,18,100
399,82,81,18,100
400,82,81,18,100
401,81,81,18,100
402,82,81,18,100
403,81,81,18,100
404,81,81,17,100
405,81,81,17,100
406,81,81,17,100
407,81,81,17,100
408,81,81,17,100
409,81,81,17,100
410,81,80,17,100
411,81,81,17,100
412,81,81,17,100
413,81,81,17,100
414,82,81,18,100
415,82,81,18,100
416,82,81,18,100
417,82,81,18,100
418,83,81,18,100
419,83,81,18,100
420,82,81,18,100
421,82,81,18,100
422,82,81,17,100
423,82,81,17,100
424,82,82,17,100
425,82,82,17,100
426,82,82,17,100
427,82,82,17,100
428,82,82,18,100
429,82,82,18,100
430,82,81,18,100
431,82,81,18,100
432,82,81,18,100
433,82,81,18,100
434,81,81,18,100
435,82,81,18,100
436,82,82,18,100
437,82,81,18,100
438,82,81,18,100
439,82,81,17,100
440,82,81,17,100
441,82,81,17,100
442,82,81,17,100
443,82,81,17,100
444,82,81,17,100
445,82,81,17,100
446,82,81,17,100
447,82,82,17,100
448,82,82,18,100
449,82,82,18,100
450,82,82,18,100
451,82,82,18,100
452,82,82,18,100
453,82,81,18,100
454,82,81,18,100
455,82,81,18,100
456,82,81,18,100
