Time [s], HR, PULSE, RESP, SpO2
-0,90,89,18,93
1,90,89,18,93
2,91,89,18,93
3,91,89,18,93
4,91,89,18,93
5,91,89,18,93
6,91,89,18,93
7,90,90,18,92
8,90,90,18,92
9,90,90,18,92
10,90,90,18,92
11,90,90,19,92
12,92,90,19,92
13,89,90,19,92
14,90,90,19,92
15,90,90,19,92
16,90,89,19,92
17,90,89,20,92
18,91,89,20,92
19,90,89,20,92
20,89,89,20,92
21,91,89,20,92
22,91,89,20,92
23,90,89,20,92
24,91,89,20,92
25,91,89,20,92
26,90,89,20,92
27,91,89,20,92
28,91,90,20,92
29,91,90,21,92
30,91,90,21,92
31,91,90,20,92
32,90,90,20,92
33,91,90,20,92
34,91,90,21,92
35,91,90,21,92
36,91,90,21,92
37,91,90,21,92
38,90,91,21,92
39,90,91,21,92
40,90,91,20,93
41,89,91,20,93
42,89,90,20,93
43,89,90,20,93
44,89,90,20,93
45,89,90,20,93
46,90,90,20,93
47,89,89,20,93
48,88,89,20,93
49,89,89,20,93
50,88,89,20,93
51,88,89,20,93
52,88,88,20,93
53,88,88,20,93
54,87,88,19,93
55,88,88,19,93
56,89,88,19,93
57,88,88,19,93
58,90,88,19,93
59,90,88,19,93
60,90,88,19,93
61,90,88,19,93
62,89,88,19,93
63,91,89,19,93
64,89,89,19,93
65,91,89,19,93
66,91,89,19,93
67,90,89,19,93
68,90,90,19,93
69,90,90,19,93
70,90,90,19,93
71,91,90,19,93
72,90,90,19,93
73,90,90,19,93
74,90,90,19,93
75,90,90,19,93
76,89,90,19,93
77,90,90,19,93
78,91,90,17,93
79,89,90,17,93
80,91,90,17,93
81,92,90,17,93
82,91,90,17,93
83,91,90,18,93
84,91,90,18,92
85,91,90,18,92
86,91,90,17,92
87,91,90,17,92
88,91,90,17,92
89,90,91,17,92
90,89,91,17,92
91,92,91,17,92
92,90,91,17,93
93,90,91,17,93
94,90,91,17,93
95,89,91,17,93
96,90,91,17,93
97,90,90,17,93
98,87,90,17,93
99,88,90,17,93
100,90,90,17,93
101,90,90,17,93
102,90,90,17,93
103,90,90,17,93
104,90,90,17,93
105,90,90,18,93
106,90,90,18,93
107,90,90,18,93
108,90,90,18,92
109,90,90,18,92
110,90,90,18,92
111,90,90,17,92
112,90,90,17,92
113,90,90,17,92
114,90,90,17,92
115,90,89,17,93
116,92,89,17,93
117,90,89,18,93
118,91,89,18,93
119,91,89,18,93
120,92,90,18,93
121,91,90,18,93
122,91,90,18,93
123,91,90,18,93
124,91,90,18,93
125,90,90,18,93
126,88,91,18,93
127,92,91,18,92
128,90,91,18,92
129,90,91,18,92
130,90,91,18,92
131,90,91,19,92
132,90,91,19,92
133,91,92,19,92
134,91,92,19,92
135,91,92,19,92
136,92,92,19,93
137,90,92,19,92
138,91,92,19,92
139,91,91,19,92
140,90,91,19,92
141,92,91,19,92
142,91,91,20,92
143,93,91,20,92
144,90,91,21,92
145,90,90,21,92
146,90,90,21,92
147,90,91,21,92
148,92,90,20,92
149,89,90,20,92
150,90,90,20,92
151,90,90,20,92
152,90,90,20,92
153,90,90,20,93
154,90,90,20,93
155,90,90,20,93
156,88,90,19,92
157,90,90,19,92
158,90,90,19,92
159,91,90,19,92
160,91,90,19,92
161,91,90,19,92
162,91,89,19,92
163,91,89,19,92
164,91,90,19,92
165,91,90,19,92
166,91,90,19,92
167,91,90,19,93
168,91,91,19,93
169,91,91,19,93
170,91,91,18,93
171,91,91,18,93
172,91,91,18,93
173,91,91,18,93
174,90,91,18,93
175,90,91,18,93
176,90,91,18,93
177,90,91,18,93
178,90,91,18,93
179,90,90,18,93
180,90,90,18,93
181,90,90,20,93
182,90,90,20,93
183,90,89,20,93
184,90,89,19,93
185,90,89,19,93
186,90,89,19,93
187,90,89,19,93
188,90,89,19,93
189,91,89,19,93
190,90,89,18,93
191,90,89,18,93
192,90,89,18,93
193,90,89,18,93
194,90,89,18,93
195,90,89,18,93
196,90,89,18,93
197,89,89,18,93
198,91,89,18,93
199,91,89,18,93
200,92,89,18,93
201,91,89,18,93
202,91,89,18,93
203,91,89,18,93
204,91,90,18,93
205,91,90,18,93
206,90,90,18,93
207,91,90,18,93
208,90,90,18,92
209,90,90,18,92
210,91,91,18,92
211,91,91,18,92
212,91,91,19,92
213,91,91,19,92
214,90,91,19,93
215,90,91,19,93
216,91,91,19,93
217,91,91,19,93
218,91,91,19,93
219,91,91,19,93
220,90,91,19,93
221,90,91,19,93
222,90,91,19,93
223,90,91,19,93
224,90,91,19,93
225,90,90,17,93
226,90,90,17,93
227,91,90,17,93
228,90,90,17,93
229,90,90,17,93
230,92,90,17,93
231,90,90,17,93
232,90,90,17,93
233,90,90,17,93
234,90,90,17,93
235,89,90,17,93
236,90,90,17,93
237,90,90,17,93
238,89,90,17,93
239,89,90,17,93
240,89,90,17,93
241,89,90,17,93
242,89,89,17,92
243,89,89,17,92
244,91,89,17,92
245,89,89,17,92
246,89,89,17,92
247,90,89,17,93
248,90,89,17,93
249,90,89,17,93
250,90,89,19,93
251,90,89,19,93
252,89,89,19,93
253,91,89,19,93
254,91,90,19,93
255,91,90,19,93
256,90,90,19,93
257,90,90,19,93
258,90,90,18,93
259,89,90,18,93
260,90,90,18,93
261,90,90,18,93
262,90,90,18,93
263,90,90,18,93
264,89,90,19,93
265,91,89,19,93
266,91,89,19,93
267,91,89,19,93
268,91,89,19,93
269,91,89,19,93
270,93,89,19,93
271,91,89,19,92
272,91,90,19,92
273,91,90,19,92
274,91,91,19,92
275,91,91,19,92
276,91,91,19,92
277,91,91,19,92
278,91,91,19,92
279,91,92,19,92
280,91,91,19,92
281,90,91,20,92
282,92,91,20,92
283,91,92,20,92
284,91,91,20,92
285,91,91,20,92
286,91,91,20,92
287,91,91,20,92
288,91,91,19,92
289,91,91,19,92
290,91,91,19,92
291,91,91,19,92
292,90,91,19,92
293,90,91,19,92
294,91,90,19,92
295,90,90,19,92
296,90,90,19,92
297,90,90,19,92
298,90,90,19,92
299,90,90,19,92
300,90,90,19,92
301,90,90,19,92
302,90,90,19,92
303,90,90,19,93
304,91,90,19,93
305,91,90,19,93
306,91,90,19,93
307,91,90,19,93
308,93,90,18,93
309,91,90,18,93
310,91,90,18,93
311,91,90,18,93
312,90,90,18,93
313,90,91,18,93
314,90,91,18,93
315,90,91,18,93
316,89,92,18,93
317,90,91,18,93
318,90,91,18,93
319,90,91,18,93
320,90,90,18,93
321,91,90,18,93
322,91,89,18,93
323,91,89,18,93
324,91,89,18,93
325,91,89,18,93
326,90,90,18,93
327,90,90,18,93
328,90,90,18,93
329,90,90,18,93
330,90,90,18,93
331,90,90,18,93
332,90,90,18,93
333,91,90,19,93
334,91,89,19,93
335,91,89,19,93
336,92,89,19,93
337,92,90,21,93
338,92,90,21,93
339,93,90,21,93
340,93,90,21,93
341,92,91,21,93
342,92,91,21,93
343,92,91,21,93
344,92,92,21,93
345,92,92,21,93
346,92,92,21,93
347,92,92,22,93
348,93,93,22,93
349,92,92,22,93
350,93,92,22,93
351,92,92,22,93
352,91,92,22,93
353,91,92,22,94
354,92,93,22,94
355,91,93,22,94
356,90,93,22,94
357,91,93,20,94
358,90,93,20,94
359,91,93,20,94
360,91,93,20,94
361,91,92,20,95
362,89,92,20,95
363,91,91,19,95
364,91,90,19,95
365,91,90,19,95
366,91,90,19,95
367,90,91,19,95
368,90,91,19,94
369,90,91,19,94
370,90,92,19,94
371,90,91,19,94
372,91,91,19,93
373,91,90,18,93
374,91,90,18,93
375,91,90,18,93
376,91,90,18,93
377,91,90,18,93
378,91,90,18,93
379,92,90,18,93
380,91,90,18,93
381,90,90,18,93
382,92,90,18,93
383,90,90,18,94
384,90,90,18,94
385,90,90,18,94
386,90,90,18,94
387,90,90,17,94
388,92,90,17,94
389,93,90,17,94
390,93,89,18,94
391,94,89,18,94
392,95,89,18,94
393,94,89,18,94
394,94,89,18,94
395,94,90,18,93
396,89,90,18,93
397,92,91,18,93
398,92,92,18,93
399,92,92,18,92
400,91,92,18,92
401,91,92,18,92
402,91,92,18,92
403,92,92,18,93
404,91,91,18,93
405,91,91,18,93
406,91,91,16,93
407,91,92,16,93
408,91,91,16,93
409,90,91,17,93
410,91,91,17,93
411,90,91,17,93
412,91,91,17,93
413,91,91,17,93
414,90,90,17,93
415,91,91,17,93
416,90,91,17,93
417,90,91,17,93
418,90,91,17,93
419,90,91,16,93
420,90,91,16,93
421,90,91,16,93
422,90,91,16,93
423,90,90,16,93
424,90,90,16,93
425,90,90,16,93
426,91,89,16,93
427,91,89,16,93
428,91,89,16,93
429,91,89,16,93
430,91,89,16,93
431,90,90,16,93
432,90,90,16,93
433,90,90,16,93
434,90,90,17,93
435,90,90,17,93
436,90,90,17,93
437,90,90,17,93
438,90,90,17,93
439,90,90,17,93
440,90,89,17,93
441,90,89,17,93
442,90,89,16,93
443,91,89,16,93
444,91,89,16,93
445,91,89,16,93
446,92,89,16,93
447,91,89,16,93
448,92,89,16,93
449,91,89,16,93
450,91,90,16,93
451,90,90,16,93
452,91,90,16,93
453,91,91,16,93
454,90,91,16,93
455,91,91,16,93
456,90,91,16,93
457,93,91,16,93
458,91,91,16,93
459,90,92,16,93
460,90,92,16,93
461,90,92,16,93
462,90,91,17,93
463,90,91,17,93
464,90,91,18,93
465,89,91,18,93
466,91,91,20,93
467,91,91,20,93
468,91,91,21,93
469,91,90,21,93
470,94,90,22,93
471,94,90,22,93
472,91,89,22,94
473,92,89,22,94
474,91,89,22,94
475,92,89,22,94
476,93,89,22,94
477,93,90,24,94
478,93,90,24,94
479,93,90,24,94
480,93,91,23,94
