Time [s], HR, PULSE, RESP, SpO2
-0,80,79,16,94
1,82,79,16,94
2,81,79,16,94
3,78,79,16,94
4,80,79,16,94
5,79,79,16,94
6,79,79,16,94
7,82,79,16,94
8,81,79,16,94
9,80,80,16,94
10,78,80,16,94
11,80,80,16,94
12,81,80,16,94
13,79,80,15,94
14,83,79,15,94
15,82,79,15,94
16,82,79,15,94
17,83,80,15,94
18,82,80,15,94
19,82,80,15,94
20,82,80,15,94
21,82,81,15,94
22,82,81,15,94
23,82,82,15,94
24,80,82,15,94
25,84,82,15,94
26,80,82,14,94
27,81,82,14,94
28,81,81,14,94
29,81,81,14,94
30,81,81,14,94
31,81,80,14,94
32,81,81,14,94
33,81,81,14,94
34,79,81,14,94
35,80,81,14,94
36,80,81,14,94
37,80,81,14,94
38,81,80,14,94
39,81,80,14,94
40,81,80,14,94
41,81,80,14,94
42,81,80,14,94
43,80,80,14,94
44,80,80,14,94
45,82,80,15,94
46,78,80,15,94
47,79,80,15,94
48,79,79,15,94
49,79,79,15,94
50,81,79,15,94
51,80,79,15,94
52,80,79,15,94
53,79,79,15,94
54,79,79,15,94
55,82,79,15,94
56,80,79,15,94
57,80,79,15,94
58,80,79,15,94
59,80,79,15,94
60,79,79,15,94
61,80,79,15,94
62,80,79,15,94
63,80,79,15,94
64,80,80,16,94
65,78,80,16,94
66,79,80,16,94
67,79,80,16,94
68,79,80,16,94
69,79,80,16,94
70,80,80,16,93
71,80,79,16,93
72,79,79,16,93
73,80,79,16,93
74,80,79,16,93
75,80,79,16,93
76,80,80,16,93
77,80,80,16,93
78,80,80,16,94
79,80,80,16,94
80,82,80,16,94
81,81,80,16,94
82,81,80,16,94
83,81,80,16,94
84,80,80,16,94
85,80,80,16,94
86,80,80,16,94
87,80,80,16,94
88,82,80,16,94
89,79,80,16,94
90,80,79,16,94
91,79,79,16,94
92,80,79,16,94
93,80,79,16,94
94,82,79,16,94
95,82,79,16,94
96,81,79,16,94
97,80,79,16,95
98,80,79,16,95
99,80,79,16,95
100,80,79,16,95
101,80,79,16,95
102,80,79,16,95
103,78,79,16,95
104,81,79,16,95
105,80,79,16,95
106,79,79,16,95
107,83,79,16,95
108,82,79,16,95
109,81,79,16,95
110,81,79,16,95
111,81,79,16,95
112,84,80,16,95
113,81,80,16,95
114,81,81,16,95
115,81,81,16,95
116,80,80,16,95
117,80,80,16,95
118,80,79,16,95
119,83,79,16,95
120,81,78,16,95
121,80,78,16,95
122,80,78,16,95
123,80,78,16,95
124,80,79,16,95
125,80,79,16,95
126,80,79,16,95
127,80,79,16,95
128,78,79,16,95
129,79,79,16,95
130,80,79,16,95
131,80,79,16,95
132,79,79,16,95
133,80,79,16,95
134,80,79,16,95
135,80,79,16,95
136,80,79,16,95
137,80,79,16,95
138,80,79,16,95
139,80,80,16,95
140,80,80,16,95
141,80,80,16,95
142,82,80,16,95
143,80,80,16,95
144,80,80,16,95
145,80,80,16,95
146,80,80,16,95
147,80,80,16,95
148,81,80,16,95
149,80,79,16,94
150,80,79,16,94
151,80,78,16,95
152,78,78,16,95
153,80,78,16,95
154,80,78,16,95
155,82,78,16,95
156,81,78,16,95
157,80,79,16,95
158,80,79,16,95
159,80,79,16,95
160,81,79,16,95
161,80,79,16,95
162,80,79,16,95
163,80,79,16,95
164,78,79,16,94
165,79,79,16,94
166,79,79,16,94
167,80,79,16,95
168,80,79,16,95
169,81,79,16,95
170,81,79,16,95
171,81,79,16,95
172,81,79,16,95
173,83,79,16,95
174,82,79,16,95
175,81,79,16,95
176,81,79,16,95
177,79,79,16,95
178,79,79,16,95
179,79,79,15,96
180,79,79,15,96
181,82,78,15,95
182,78,78,15,95
183,79,79,15,95
184,80,79,15,95
185,80,79,15,94
186,80,79,15,94
187,81,78,15,94
188,83,79,14,94
189,83,79,13,95
190,82,79,12,96
191,84,80,11,96
192,86,80,10,96
193,86,81,9,95
194,88,81,12,95
195,88,82,12,95
196,88,83,12,94
197,89,84,12,93
198,89,85,12,93
199,89,86,12,93
200,89,87,13,93
201,90,87,13,93
202,92,88,13,93
203,90,88,13,93
204,91,88,14,93
205,91,89,14,93
206,91,89,14,93
207,91,89,14,93
208,93,89,14,93
209,92,89,16,93
210,91,90,16,93
211,91,90,16,93
212,91,90,16,93
213,90,91,16,93
214,89,91,16,93
215,89,91,22,93
216,88,90,22,93
217,89,90,22,93
218,89,89,22,93
219,89,89,22,93
220,88,89,24,93
221,89,88,24,93
222,89,88,24,93
223,89,88,22,93
224,89,88,22,93
225,89,88,22,94
226,88,88,21,94
227,88,88,21,94
228,88,88,21,94
229,88,89,21,94
230,88,89,21,94
231,88,89,21,94
232,88,88,21,95
233,88,88,21,95
234,88,88,21,94
235,88,88,21,94
236,88,88,20,94
237,88,88,20,94
238,88,87,20,94
239,88,87,20,94
240,88,87,20,94
241,88,88,20,94
242,88,88,20,94
243,87,88,20,94
244,88,88,20,94
245,88,88,20,94
246,87,88,20,94
247,87,87,18,94
248,87,87,18,94
249,87,87,18,94
250,87,87,18,94
251,87,87,18,94
252,87,87,18,94
253,87,87,18,94
254,87,87,17,94
255,87,87,17,94
256,87,87,17,94
257,87,87,17,94
258,87,87,17,94
259,86,87,17,94
260,85,86,17,93
261,86,86,17,93
262,86,86,17,93
263,86,86,17,93
264,86,86,17,93
265,86,86,16,93
266,85,86,16,93
267,85,86,16,93
268,86,86,16,93
269,88,86,16,93
270,84,85,16,93
271,88,85,16,93
272,88,85,16,93
273,87,85,16,93
274,88,84,16,93
275,87,84,16,93
276,89,85,16,93
277,87,85,16,93
278,85,85,16,93
279,86,86,16,93
280,84,86,16,93
281,86,87,16,94
282,86,86,16,94
283,85,86,16,94
284,85,86,16,94
285,84,85,16,94
286,84,85,16,94
287,84,84,16,94
288,84,84,16,94
289,84,84,16,94
290,84,84,16,94
291,84,84,16,94
292,83,83,16,95
293,85,83,16,95
294,84,83,16,95
295,83,83,16,95
296,83,83,16,95
297,83,83,16,95
298,83,83,16,95
299,83,83,16,95
300,83,82,16,95
301,83,82,16,95
302,83,82,16,95
303,83,82,16,95
304,84,82,16,95
305,84,82,16,95
306,84,82,16,95
307,84,82,16,95
308,84,82,16,95
309,84,83,16,95
310,84,83,16,95
311,84,84,16,95
312,82,84,16,95
313,86,84,16,95
314,86,84,16,95
315,83,84,16,95
316,84,84,16,95
317,84,84,16,95
318,84,83,16,95
319,87,83,16,95
320,85,82,16,95
321,87,83,16,95
322,85,83,16,95
323,86,83,16,95
324,85,84,16,95
325,85,84,16,95
326,84,84,16,95
327,84,84,15,95
328,84,85,15,95
329,84,85,15,95
330,82,84,15,95
331,83,83,15,95
332,81,83,15,95
333,83,83,15,95
334,83,82,15,95
335,85,81,15,95
336,82,81,15,95
337,85,81,16,95
338,85,82,16,95
339,86,81,16,95
340,86,81,16,95
341,86,82,16,95
342,86,82,16,96
343,84,83,16,96
344,85,83,16,96
345,84,84,16,96
346,87,84,15,96
347,85,85,15,96
348,85,85,15,96
349,84,85,15,96
350,84,85,15,96
351,84,85,15,96
352,84,84,14,96
353,85,84,14,96
354,85,84,14,95
355,86,83,14,95
356,85,83,14,95
357,86,83,14,95
358,86,83,14,95
359,85,83,14,95
360,85,83,14,95
361,85,83,14,95
362,85,83,14,95
363,84,84,14,95
364,84,84,14,96
365,84,84,14,96
366,84,84,14,95
367,83,84,14,95
368,83,83,14,95
369,83,83,14,95
370,83,83,14,95
371,83,83,14,95
372,83,83,14,95
373,85,82,13,95
374,84,82,13,95
375,84,83,13,96
376,84,83,13,96
377,84,83,13,96
378,84,83,13,96
379,84,83,13,96
380,85,83,13,96
381,84,83,14,96
382,83,83,14,96
383,83,82,14,96
384,83,82,14,96
385,83,82,14,96
386,83,82,14,96
387,86,83,14,96
388,84,83,14,96
389,86,83,14,96
390,84,83,14,96
391,86,83,14,96
392,84,83,14,96
393,85,83,14,96
394,84,83,14,96
395,84,83,14,96
396,83,83,14,96
397,84,84,15,96
398,84,84,16,96
399,84,84,16,96
400,84,84,16,96
401,84,83,16,96
402,85,83,17,96
403,85,83,17,96
404,85,83,17,96
405,88,82,17,96
406,87,82,17,96
407,87,83,17,96
408,87,83,18,96
409,86,84,18,96
410,86,85,18,96
411,87,86,18,96
412,86,87,19,96
413,84,86,19,96
414,88,86,19,96
415,88,86,20,96
416,88,86,20,96
417,88,86,20,96
418,88,86,20,96
419,88,86,20,96
420,88,86,20,96
421,88,85,20,95
422,88,85,20,95
423,88,84,20,95
424,86,84,19,95
425,86,84,19,96
426,87,84,19,96
427,87,85,19,96
428,88,85,18,96
429,87,86,18,96
430,87,86,19,97
431,87,86,20,97
432,88,87,20,97
433,88,87,20,97
434,88,87,21,97
435,88,87,21,97
436,85,87,21,97
437,87,87,21,97
438,87,87,20,96
439,87,87,20,96
440,87,86,20,96
441,87,86,20,96
442,87,86,20,96
443,87,86,20,96
444,88,87,20,96
445,88,87,20,97
446,88,87,17,96
447,88,87,17,96
448,88,87,17,96
449,88,87,17,96
450,88,87,17,96
451,88,87,17,96
452,88,87,17,96
453,88,87,17,97
454,86,87,16,97
455,86,87,16,97
456,87,87,16,97
457,86,87,16,97
458,87,87,16,97
459,87,87,16,97
460,87,87,16,97
461,87,87,16,97
462,87,87,16,98
463,87,87,15,97
464,87,87,15,97
465,87,87,15,97
466,85,87,15,97
467,86,87,14,97
468,85,86,14,96
469,86,86,14,96
470,87,86,14,96
471,87,86,13,96
472,89,86,13,96
473,87,85,13,96
474,87,86,13,96
475,87,86,13,96
476,85,86,13,96
477,87,86,13,96
478,84,87,13,96
479,86,86,13,96
480,86,86,14,96
