Time [s], HR, PULSE, RESP, SpO2
-0,82,81,22,92
1,81,81,24,92
2,80,82,24,92
3,81,82,24,92
4,80,82,24,92
5,80,82,21,93
6,79,82,23,93
7,74,81,23,93
8,74,80,22,93
9,75,79,20,93
10,75,78,20,93
11,75,77,20,93
12,74,77,20,93
13,74,78,20,94
14,75,78,23,94
15,76,79,23,94
16,81,79,22,94
17,82,80,23,94
18,83,80,23,94
19,84,80,23,94
20,85,81,23,94
21,85,82,20,93
22,84,82,22,93
23,85,82,22,93
24,83,84,21,93
25,83,85,23,93
26,85,85,23,94
27,83,86,22,94
28,82,86,22,94
29,82,86,21,94
30,83,85,23,94
31,82,85,23,94
32,82,85,23,94
33,81,83,23,94
34,82,83,23,94
35,83,82,22,94
36,82,81,22,95
37,82,81,22,95
38,84,81,22,95
39,81,81,21,95
40,80,81,21,95
41,82,82,21,95
42,81,82,21,95
43,82,83,21,95
44,80,82,21,95
45,83,82,21,95
46,83,81,21,95
47,84,81,21,95
48,84,81,20,95
49,85,81,21,95
50,83,82,21,95
51,85,83,21,95
52,84,83,20,94
53,84,84,19,94
54,84,84,20,94
55,84,84,20,94
56,86,84,20,94
57,85,85,20,94
58,85,85,20,94
59,84,85,20,94
60,86,85,20,94
61,85,85,20,94
62,83,85,20,94
63,83,85,20,94
64,84,84,17,94
65,82,84,19,94
66,82,84,19,94
67,83,83,18,94
68,83,82,20,94
69,81,82,20,94
70,81,82,20,94
71,83,82,20,94
72,82,82,19,94
73,84,83,20,94
74,84,83,20,94
75,85,83,20,94
76,84,83,20,94
77,84,82,19,94
78,84,82,21,94
79,86,81,24,94
80,84,81,24,94
81,86,81,24,94
82,85,80,27,94
83,85,81,27,94
84,83,81,27,93
85,83,82,27,93
86,86,82,27,93
87,84,83,28,93
88,85,83,28,93
89,82,84,27,93
90,83,84,26,93
91,82,85,27,94
92,82,85,27,94
93,81,84,27,94
94,81,84,26,94
95,82,83,28,94
96,83,82,28,94
97,82,82,28,94
98,83,81,28,94
99,84,80,27,93
100,83,81,27,93
101,82,81,27,93
102,82,81,27,93
103,82,82,26,93
104,81,83,27,93
105,79,83,26,93
106,75,83,26,93
107,76,82,26,93
108,75,81,27,93
109,73,79,27,93
110,74,77,27,93
111,75,75,27,93
112,74,75,23,93
113,75,75,26,93
114,77,73,26,94
115,82,71,25,94
116,80,70,23,94
117,80,70,23,94
118,80,69,23,94
119,82,68,23,94
120,82,67,23,94
121,82,67,23,94
122,83,67,22,94
123,83,73,22,94
124,82,77,22,94
125,83,79,22,93
126,83,75,22,94
127,84,74,18,94
128,85,75,18,94
129,82,77,18,94
130,82,81,18,94
131,81,84,18,93
132,79,85,17,93
133,83,85,17,93
134,82,86,17,93
135,82,86,17,93
136,82,87,16,94
137,84,87,17,94
138,83,87,17,94
139,83,86,17,94
140,83,86,17,94
141,82,85,17,94
142,81,84,16,94
143,81,83,16,94
144,83,82,16,94
145,78,81,16,94
146,77,79,16,94
147,78,78,14,94
148,76,77,14,94
149,79,78,14,93
150,78,78,14,93
151,80,79,14,93
152,78,81,14,93
153,76,81,15,93
154,78,81,15,93
155,76,81,14,93
156,76,79,16,93
157,74,78,16,93
158,75,77,16,93
159,76,76,16,93
160,76,76,16,93
161,75,76,17,93
162,79,76,17,93
163,79,76,17,93
164,83,77,17,93
165,82,77,16,93
166,87,79,17,93
167,86,80,17,93
168,87,82,17,93
169,86,83,17,93
170,85,85,17,93
171,84,86,17,93
172,83,87,17,93
173,85,87,17,93
174,83,86,17,93
175,81,86,17,93
176,79,85,17,93
177,78,85,17,93
178,79,84,17,94
179,80,84,17,94
180,80,83,17,94
181,80,82,17,94
182,83,82,17,94
183,85,81,17,94
184,87,82,17,94
185,86,83,15,94
186,88,84,15,94
187,86,85,15,93
188,88,86,15,93
189,86,87,15,93
190,85,87,15,93
191,83,86,15,93
192,82,85,15,93
193,84,84,15,93
194,84,84,15,93
195,84,84,15,93
196,83,84,14,93
197,81,85,14,93
198,84,85,14,93
199,81,85,14,93
200,85,85,14,93
201,85,84,13,93
202,85,84,13,93
203,85,84,15,93
204,84,84,15,93
205,83,83,14,94
206,84,84,13,94
207,83,84,16,94
208,84,84,16,94
209,84,84,16,94
210,83,84,16,95
211,83,84,16,95
212,85,84,16,95
213,81,84,16,95
214,82,84,16,95
215,81,84,16,95
216,81,84,16,95
217,82,84,16,95
218,84,84,16,95
219,83,84,16,95
220,83,84,16,95
221,86,84,16,95
222,85,84,16,95
223,87,83,16,95
224,85,83,15,95
225,86,84,15,95
226,84,84,16,95
227,82,85,16,95
228,83,85,16,95
229,81,85,16,95
230,84,85,16,95
231,83,84,15,95
232,84,83,16,95
233,84,82,16,95
234,86,82,16,95
235,86,81,16,95
236,87,81,16,95
237,86,81,16,95
238,85,82,13,95
239,86,83,14,95
240,87,83,14,95
241,86,84,13,95
242,85,84,12,95
243,86,85,15,95
244,83,85,16,95
245,83,85,16,95
246,82,85,16,95
247,84,85,15,95
248,81,85,17,95
249,83,86,17,95
250,81,85,17,95
251,81,85,18,95
252,81,84,19,95
253,80,83,19,95
254,85,82,18,95
255,82,81,21,95
256,84,81,21,95
257,80,80,21,95
258,80,81,21,95
259,81,81,24,95
260,82,81,24,95
261,82,81,24,95
262,78,83,24,95
263,79,84,21,94
264,78,85,21,94
265,81,84,21,94
266,83,84,21,94
267,82,84,20,94
268,83,85,20,94
269,76,87,20,93
270,76,87,20,93
271,80,88,20,93
272,78,88,18,93
273,79,88,18,93
274,78,88,18,93
275,77,89,18,93
276,75,89,17,93
277,75,88,17,93
278,76,87,17,93
279,76,87,17,93
280,74,86,16,93
281,75,85,16,93
282,76,83,16,94
283,78,82,16,94
284,77,82,15,94
285,78,82,16,94
286,78,80,16,94
287,83,78,16,94
288,83,78,16,94
289,81,78,16,94
290,82,78,15,94
291,79,78,15,93
292,80,79,15,93
293,81,80,15,93
294,81,81,15,93
295,81,81,15,93
296,81,81,15,93
297,84,81,15,93
298,83,80,16,93
299,84,80,16,93
300,84,80,16,93
301,83,81,16,93
302,81,82,16,93
303,82,83,16,93
304,83,83,16,93
305,81,84,16,93
306,81,84,17,93
307,82,84,18,93
308,84,84,18,93
309,85,82,17,93
310,87,81,17,93
311,84,81,17,93
312,83,80,18,93
313,83,80,18,93
314,84,81,17,93
315,84,82,19,93
316,84,84,21,94
317,84,84,21,94
318,84,84,21,94
319,84,86,22,94
320,86,87,22,94
321,84,88,22,94
322,86,88,22,94
323,86,88,22,94
324,86,88,21,94
325,86,88,21,94
326,85,88,21,94
327,83,88,21,94
328,85,88,21,95
329,84,88,21,95
330,84,88,21,95
331,83,87,21,95
332,83,87,21,95
333,82,87,22,94
334,82,86,22,94
335,82,85,22,94
336,84,84,22,94
337,85,83,22,93
338,85,82,22,93
339,85,82,22,93
340,83,82,22,93
341,83,83,23,93
342,83,84,27,93
343,82,84,27,93
344,80,85,27,93
345,81,85,30,93
346,79,85,31,93
347,81,84,31,93
348,82,83,30,93
349,79,82,29,93
350,80,81,30,93
351,77,81,30,93
352,79,81,30,93
353,80,81,30,93
354,81,80,30,93
355,82,80,30,93
356,78,80,29,93
357,80,79,28,93
358,82,79,27,93
359,84,78,27,93
360,85,80,27,93
361,84,81,25,93
362,84,82,27,93
363,83,84,27,93
364,87,85,27,94
365,86,87,25,94
366,86,88,25,94
367,86,88,25,94
368,86,88,25,94
369,86,87,24,94
370,86,87,24,93
371,88,86,24,93
372,87,85,24,93
373,87,85,24,93
374,88,85,21,93
375,89,85,21,93
376,88,85,21,93
377,86,85,21,93
378,84,86,19,93
379,83,86,19,93
380,81,87,19,93
381,81,87,19,93
382,79,87,17,93
383,79,86,17,93
384,80,84,17,93
385,79,83,17,93
386,80,81,17,93
387,82,80,18,93
388,81,78,18,93
389,84,77,18,93
390,80,78,17,93
391,84,78,17,93
392,83,79,18,93
393,79,80,18,93
394,81,81,17,93
395,80,82,18,93
396,80,82,18,93
397,80,83,18,93
398,82,84,18,93
399,82,85,18,93
400,81,86,18,93
401,84,87,18,93
402,84,89,18,93
403,82,88,18,93
404,81,88,18,93
405,82,87,18,93
406,81,86,18,93
407,81,83,18,93
408,81,80,18,93
409,81,78,18,93
410,82,79,20,93
411,85,79,20,93
412,85,79,20,93
413,87,79,19,93
414,88,80,18,94
415,89,82,18,94
416,89,82,18,94
417,88,83,18,94
418,89,84,18,94
419,89,85,18,94
420,89,86,17,94
421,89,87,17,94
422,89,88,17,94
423,87,88,17,94
424,86,88,15,94
425,86,89,15,94
426,83,89,15,94
427,83,89,15,94
428,83,88,17,94
429,84,88,17,94
430,83,87,18,93
431,84,86,21,93
432,84,85,21,93
433,83,84,21,93
434,84,83,20,93
435,86,82,20,93
436,85,82,22,93
437,84,83,22,93
438,83,84,25,93
439,83,86,25,93
440,83,86,29,93
441,83,86,29,93
442,79,86,29,93
443,81,85,29,93
444,79,84,29,93
445,81,83,29,93
446,81,83,28,93
447,82,83,27,92
448,81,83,27,92
449,82,84,27,92
450,86,85,27,92
451,84,86,27,92
452,85,86,23,92
453,84,85,25,92
454,84,85,25,92
455,84,85,25,92
456,85,85,24,92
457,85,84,22,92
458,85,84,22,92
459,85,84,22,92
460,87,84,23,92
461,88,84,23,92
462,88,84,23,93
463,83,85,21,93
464,83,85,21,93
465,82,86,22,93
466,82,87,22,93
467,85,87,22,94
468,85,87,20,94
469,85,87,20,94
470,79,87,22,94
471,81,88,22,94
472,82,88,22,94
473,82,88,21,94
474,82,88,22,94
475,81,88,22,94
476,81,88,22,94
477,81,88,22,94
478,86,88,21,94
479,85,88,23,94
480,87,88,23,94
